name
上热下寒证
下焦病证
中虚脏寒证
亡阳证
亡阴证
卫分证
卫气同病证
厥阴证
命门火衰证
太阳中风证
太阴证
寒凝心脉证
寒湿困脾证
寒热错杂证
寒饮伏肺证
少阳证
少阴证
心气虚证
心肝阴虚证
心肺气虚证
心肾不交证
心肾阳虚证
心肾阴虚证
心脉痹阻证
心脾两虚证
心血虚证
心阳不振证
心阳虚证
心阴虚证
暑证
正虚阳脱证
气不摄血证
气滞痰凝证
气滞血瘀证
气滞证
气脱证
气虚证
气血两虚证
气郁痰阻证
气闭证
气阴两虚证
气随血脱证
水气凌心证
津亏热结证
清阳不升证
湿热内蕴证
湿热壅滞证
湿热毒蕴证
湿热瘀阻证
湿热蕴结证
湿热蕴蒸证
湿证
热入气分证
热入营血证
热入血室证
热极生风证
热毒内陷证
热毒炽盛证
热毒闭肺证
热痰证
热盛动血证
热证
燥证
燥邪犯肺证
疫毒痢
痰气交阻证
痰气郁结证
痰浊壅肺证
痰浊蒙窍证
痰浊闭阻证
痰浊阻滞证
痰浊阻肺证
痰湿中阻证
痰湿蕴肺证
痰火扰心证
痰火扰神证
痰热腑实证
痰瘀痹阻证
痰结血瘀证
痰蒙神窍证
瘀血内阻证
瘀阻脑络证
络气不和证
肝气乘脾证
肝火上炎证
肝火旺盛证
肝火痰热证
肝经湿热证
肝经热盛证
肝肾阴虚证
肝胃不和证
肝胆湿热证
肝脾血瘀证
肝血虚证
肝郁化火证
肝郁气滞证
肝郁血虚证
肝阳上亢证
肝阴虚证
肝风内动证
肠热腑实证
肠道湿热证
肺卫不固证
肺热津伤证
肺肾气虚证
肺阴虚证
肾不纳气证
肾气不固证
肾精不足证
肾虚寒凝证
肾虚水泛证
肾虚证
胃寒证
胃气虚证
胃火上逆证
胃热证
胃阳虚
胃阴虚证
胆腑郁热证
脱证
脾不统血证
脾气虚证
脾肾阳虚证
脾胃虚寒证
脾胃阳虚证
脾胃阴虚证
脾虚湿困证
脾虚痰盛证
脾虚证
脾阳虚证
膀胱湿热证
膀胱虚寒证
营分证
虚寒证
虚热证
虫积肠道证
血分证
血寒证
血热证
血瘀证
血虚证
血虚风燥证
邪壅经络证
邪热郁蒸证
邪犯胸肺证
邪留阴分证
阳明热盛证
阳虚水泛证
阳虚痰凝证
阳虚证
阳闭证
阴虚内热证
阴虚火旺证
阴虚肺热证
阴虚肺燥证
阴虚血热证
阴虚血燥证
阴血亏虚证
阴闭证
阴阳两虚证
风湿蕴肤证
风火热毒证
风热犯肺证
风热痰毒证
风热袭表证
风燥伤肺证
风阳上扰证
风阳内动证
食滞痰阻证
心胆气虚证
热耗真阴症
阳明经症
太阳病
太阴病
少阴病
热病
上焦
下焦湿热
亡阴
凉燥
卫分
卫气同病
卫气虚
外邪犯胃
大结胸
大肠湿热
大肠虚寒
太阳中风
太阳伤寒
小结胸
小肠实热
小肠虚寒
少阴寒化
少阴热化
心肾不交
心脾两虚
心阳虚
心阴虚
惊恐伤肾
气不摄血
气滞
气滞血瘀
气滞血瘀证
气脱
气营两燔
气虚
气虚血瘀
气血两虚
气逆
气郁化火
气闭
气阴两虚
气随血脱
湿热
湿热内蕴
热入血室
热痰
疫毒痢
瘀血内结
肝气犯胃
肝火犯肺
肝肾两虚
肝胃不和
肝胆湿热
肝血虚
肝阳上亢
肝阳虚
肝阴虚
肺气虚
肺肾阴虚
肺阴虚
肾气不固
肾气虚
肾阳不足
肾阳虚
肾阴虚
胃寒
胃阳虚
胃阴虚
胆热
胎热
脾气不升
脾气虚
脾约
脾肾阳虚
脾胃湿热
脾胃虚寒
脾胃虚弱
脾虚
脾虚湿困证
脾阳虚
脾阴虚
血热
血虚
阳虚
阴虚
阴虚火旺
阴虚风动
风寒湿痹
风寒犯肺
风热
风痰
食滞胃脘
饮食积滞
